"Path","Comparison","Category","CustomBytes","UpstreamBytes","CustomSHA256","UpstreamSHA256"
"obj/Release/net8.0-windows/Aimmy2_dan2fnas_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_eet2qjrd_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_eet2qjrd_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_eet2qjrd_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"90FDF08B28BF35446749FF4950B879A30869433BBF55696951DDF76919DB993C",
"obj/Release/net8.0-windows/Aimmy2_eet2qjrd_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1084",,"6CF57F2AD104FF1DECD63B754F5DA77BB1616CA9C458547AD0E30573D593ED85",
"obj/Release/net8.0-windows/Aimmy2_eet2qjrd_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_f5b21kus_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_f5b21kus_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_f5b21kus_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"4430806CB30B80316E4C0D196432F8CBA33E511830614A64E0E90888D5B1836A",
"obj/Release/net8.0-windows/Aimmy2_f5b21kus_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_f5b21kus_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_fk1pb4eg_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_fk1pb4eg_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_fk1pb4eg_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"245F66760C685DB5DAEB3B1F0E282BFE81134DCB713C1DE5ACDF6504FD59CAB7",
"obj/Release/net8.0-windows/Aimmy2_fk1pb4eg_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_fk1pb4eg_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_fs1n15qw_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_fs1n15qw_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_fs1n15qw_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"520B5995F08F17F45F0B4688FF98DB5FA90C2A6E0D0B0B63C244EA95FF0A8DA6",
"obj/Release/net8.0-windows/Aimmy2_fs1n15qw_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1084",,"6CF57F2AD104FF1DECD63B754F5DA77BB1616CA9C458547AD0E30573D593ED85",
"obj/Release/net8.0-windows/Aimmy2_fs1n15qw_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_gufaanl3_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_gufaanl3_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_gufaanl3_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"257C59FB436B1233593069692696B2CF9BAC836C594CAF990D9AB6A6E954F958",
"obj/Release/net8.0-windows/Aimmy2_gufaanl3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1084",,"6CF57F2AD104FF1DECD63B754F5DA77BB1616CA9C458547AD0E30573D593ED85",
"obj/Release/net8.0-windows/Aimmy2_gufaanl3_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_j4bgafof_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_j4bgafof_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_j4bgafof_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"D123EE377282C034B82633CA0D7D2FAD57844771D8EF90E377BB8D76BD114B3A",
"obj/Release/net8.0-windows/Aimmy2_j4bgafof_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_j4bgafof_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_ksa4bez2_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_ksa4bez2_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_ksa4bez2_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"4112FD8A86DFE81A107EDDFE73120EDE279CD936631B1DED0974E64D3060F679",
"obj/Release/net8.0-windows/Aimmy2_ksa4bez2_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_ksa4bez2_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_lv1x4zdq_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_lv1x4zdq_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_lv1x4zdq_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"2261C840561811DAF7106F0F0B61D754423ACFF94737BF49FE241A1A34D753D4",
"obj/Release/net8.0-windows/Aimmy2_lv1x4zdq_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_lv1x4zdq_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_mfuyfgmy_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_mfuyfgmy_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_mfuyfgmy_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"04B8B231008A9D0695796C75CB21CC7C57E65C42F2DC5CE20E3D46461BEEC1C3",
"obj/Release/net8.0-windows/Aimmy2_mfuyfgmy_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1084",,"6CF57F2AD104FF1DECD63B754F5DA77BB1616CA9C458547AD0E30573D593ED85",
"obj/Release/net8.0-windows/Aimmy2_mfuyfgmy_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","249",,"D3A5D602EB6C59425412B82DEF49D310FF096D51902DDD730BAF10631EBCD2DE",
"obj/Release/net8.0-windows/Aimmy2_pbzoollm_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_pbzoollm_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_pbzoollm_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"03FC66EBFD6981387B7030448754AAD5D389FF50EB3DE51DBD677C84E3245874",
"obj/Release/net8.0-windows/Aimmy2_pbzoollm_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_pbzoollm_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_pcfgxg42_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_pcfgxg42_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_pcfgxg42_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"C973E86C92B216D01C570EE10043193F708900BCE37C956A9D46FED11A7B0493",
"obj/Release/net8.0-windows/Aimmy2_pcfgxg42_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_pcfgxg42_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_r24yo3i3_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_r24yo3i3_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_r24yo3i3_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"FF3D30C7E220CD82B6ED71C16D0B26EDF38F473E1527B1EA42057D876DD7EC0C",
"obj/Release/net8.0-windows/Aimmy2_r24yo3i3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_r24yo3i3_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_sodrm5sf_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_sodrm5sf_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_sodrm5sf_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"0CBBA77CAA52E046AEDE2C091D312C3AE0342E88D485132D0C4ECE91E9B4B34E",
"obj/Release/net8.0-windows/Aimmy2_sodrm5sf_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_sodrm5sf_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_ur3q1vft_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_ur3q1vft_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_ur3q1vft_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"4247FDCB4568F4411219C50853B161E0B41A301BDE54EBCC9CFFA0D703F22903",
"obj/Release/net8.0-windows/Aimmy2_ur3q1vft_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_ur3q1vft_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_v5h41c05_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_v5h41c05_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_v5h41c05_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"6FA641322DC50AD2FDFD22C77D1940590A63208BBE6DB816B27ABA4A8E99680B",
"obj/Release/net8.0-windows/Aimmy2_v5h41c05_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_v5h41c05_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_wlebapvu_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_wlebapvu_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_wlebapvu_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"75A92D032E9422BAB39C343D004DE0973C264330FE27AA367E0B610A8E57527B",
"obj/Release/net8.0-windows/Aimmy2_wlebapvu_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_wlebapvu_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_wlz5trnu_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_wlz5trnu_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_wlz5trnu_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"839A6019B82956649AEE5D8CED5DAB41559A35E42752E7F8D3DB6533600586E7",
"obj/Release/net8.0-windows/Aimmy2_wlz5trnu_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_wlz5trnu_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_wzpf1nnn_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_wzpf1nnn_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_wzpf1nnn_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"CA81D5BF126FF23644587C97FA66893E08C057AC2C6D4E4235F883D061285805",
"obj/Release/net8.0-windows/Aimmy2_wzpf1nnn_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2_wzpf1nnn_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_y3315bxp_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_y3315bxp_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_y3315bxp_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"5103C1093C74F4212E41F0C32B39D4A46E141C16E1F76C065C0FC1D4E0D33B19",
"obj/Release/net8.0-windows/Aimmy2_y3315bxp_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1084",,"6CF57F2AD104FF1DECD63B754F5DA77BB1616CA9C458547AD0E30573D593ED85",
"obj/Release/net8.0-windows/Aimmy2_y3315bxp_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2_zcjweqxe_wpftmp.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2_zcjweqxe_wpftmp.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2_zcjweqxe_wpftmp.assets.cache","Custom-only","Build-or-runtime-review","36246",,"8C8858F3A66C24C956CF7B2D5D8DDFC56B734C406F0C68B2484D08369975F1E7",
"obj/Release/net8.0-windows/Aimmy2_zcjweqxe_wpftmp.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1084",,"6CF57F2AD104FF1DECD63B754F5DA77BB1616CA9C458547AD0E30573D593ED85",
"obj/Release/net8.0-windows/Aimmy2_zcjweqxe_wpftmp.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/Aimmy2.AssemblyInfo.cs","Custom-only","Build-or-runtime-review","1136",,"0D1C6307AE4F47A2B0522B7BF234A81C07AEA81A3F462BB3EB0512A3BAC2ABD5",
"obj/Release/net8.0-windows/Aimmy2.AssemblyInfoInputs.cache","Custom-only","Build-or-runtime-review","66",,"BFE340242AE23987B4F9CB8A619DA9956F3A0CBF0130164A7ACD8F926622F455",
"obj/Release/net8.0-windows/Aimmy2.assets.cache","Custom-only","Build-or-runtime-review","36246",,"F1C8F35923A2E2C1C8FBCC19E0C128D6DAC3E9546CF3B57DD05E1848451CDCEA",
"obj/Release/net8.0-windows/Aimmy2.csproj.AssemblyReference.cache","Custom-only","Build-or-runtime-review","9451",,"590B360786C12370DCA0270D761392B0D8CF671C3CECA4D8511E316A9C12A045",
"obj/Release/net8.0-windows/Aimmy2.csproj.CoreCompileInputs.cache","Custom-only","Build-or-runtime-review","66",,"6984844C0D845BBB723A12E25936982A07D60C292E8A5779EBAFD07E0570CC06",
"obj/Release/net8.0-windows/Aimmy2.csproj.FileListAbsolute.txt","Custom-only","Build-or-runtime-review","14315",,"3D6CBF51C139BA64729AAE1F77D128A60F273459B320CA6CE39EBAC30D86C068",
"obj/Release/net8.0-windows/Aimmy2.csproj.Fody.CopyLocal.cache","Custom-only","Build-or-runtime-review","943",,"C55D68555E2F152D58235B9FE939270793A6648D0E7697A93705A257B794D42E",
"obj/Release/net8.0-windows/Aimmy2.csproj.Fody.RuntimeCopyLocal.cache","Custom-only","Build-or-runtime-review","3160",,"39F95D6EEA9F5556A7B63C83447876936D1365E06325DACD8C37AAD2A5DA8931",
"obj/Release/net8.0-windows/Aimmy2.csproj.Up2Date","Custom-only","Build-or-runtime-review","0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
"obj/Release/net8.0-windows/Aimmy2.GeneratedMSBuildEditorConfig.editorconfig","Custom-only","Build-or-runtime-review","1087",,"C366639FD103F2DFAF1CEAC8F5F050E5B15FAA45E2DDDF371B29998033B4FDB2",
"obj/Release/net8.0-windows/Aimmy2.genruntimeconfig.cache","Custom-only","Build-or-runtime-review","66",,"460DCBFC6789442C4E40EDAFC620AACF296F10309242832363B66440774ED6F8",
"obj/Release/net8.0-windows/Aimmy2.GlobalUsings.g.cs","Custom-only","Build-or-runtime-review","183",,"FE45EA572AADFD1A9B54CF7251405CFA11B748CA88B034F06A724D49758CED2D",
"obj/Release/net8.0-windows/App.baml","Custom-only","Build-or-runtime-review","16563",,"1E4E8284F80AE3879B38051DAEFE1837C3CEED20EF8DECB3FA7FEB046E9141D2",
"obj/Release/net8.0-windows/App.g.cs","Custom-only","Build-or-runtime-review","2604",,"5F3946FD21A554CC076A9A84C99352F7A337F4936FF705E765CCD19C757919E8",
"obj/Release/net8.0-windows/apphost.exe","Custom-only","Build-or-runtime-review","186368",,"13D3C5B9DF3D78A5C8FF6C9ED63D21D833DB1DE13B6C40B320C8B0A79175C216",
"obj/Release/net8.0-windows/Costura/028E9832F421F11F9497C610F1734E0F3D868037.costura.costura.dll.compressed.compressed","Custom-only","Build-or-runtime-review","2281",,"771873F05DA2D4596098A14016E8A4677FBF67759218E9CE38CF00C287479B1C",
"obj/Release/net8.0-windows/Costura/0422904D0F3BECE42D3F9D4C4597685CAD701DEE.costura.vortice.mathematics.dll.compressed.compressed","Custom-only","Build-or-runtime-review","48054",,"09AE97CE9595178440D948925FCF57C758B9EC746675073FD5EBFCCA595C776F",
"obj/Release/net8.0-windows/Costura/12B789B4543990C9B3CDA126F14A5BC1ACAE4EF1.costura.system.management.dll.compressed.compressed","Custom-only","Build-or-runtime-review","29850",,"D02543A80B73F2561883E8FFCC6B2213DD6440FEEECBD130F973DFC8DEADD079",
"obj/Release/net8.0-windows/Costura/146F684DDA4CFC511ECCE8C090E66782B204A782.costura.microsoft.ml.onnxruntime.dll.compressed.compressed","Custom-only","Build-or-runtime-review","89714",,"193F44BEFDB14BAE8ED493A3D2C93920107AD17931DF500F2FB46BB40203564C",
